electrical_capacity,energy_source_level_1,energy_source_level_2,energy_source_level_3,technology,data_source,nuts_1_region,nuts_2_region,nuts_3_region,lon,lat,municipality,municipality_code,postcode,address,federal_state,commissioning_date,decommissioning_date,voltage_level,eeg_id,dso,dso_id,tso
0.03,Renewable energy,Hydro,,Run-of-river,TenneT,DE7,DE72,DE724,8.692898786,50.74691924,,6534020,35096.0,,Hamburg,1960-07-01,,low voltage,,EAM Netz GmbH,10003990.0,TenneT
0.0075,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE24,DE24A,11.34119181,50.18777712,,9476185,96369.0,,Brandenburg,1960-07-01,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.006,Renewable energy,Hydro,,Run-of-river,TenneT,DE7,DE73,DE734,9.291943606,51.48743265,,6633016,34396.0,,Hamburg,1960-07-01,,low voltage,,EAM Netz GmbH,10003990.0,TenneT
0.005,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE22,DE22A,12.70143986,48.46722595,,9277119,84326.0,,Brandenburg,1960-07-07,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.0455,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE22,DE22A,12.92202468,48.58108143,Roßbach,9277142,94439.0,,Brandenburg,1960-07-19,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.032,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE22,DE229,13.07978674,48.90984332,Bischofsmais,9276116,94253.0,,Brandenburg,1960-07-28,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.0205,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE22,DE228,13.31062397,48.68000287,,9275111,94529.0,,Brandenburg,1960-08-13,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.04,Renewable energy,Hydro,,Run-of-river,Amprion,DEB,DEB1,DEB1B,7.912243662,50.55249147,Willmenrod,7143312,56459.0,,Rheinland-Pfalz,1960-09-02,,low voltage,,Energienetze Mittelrhein GmbH & Co. KG,10001102.0,Amprion
0.017,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE23,DE236,11.73491752,49.16453468,,9373151,92331.0,,Brandenburg,1960-09-16,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.2,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE22,DE22A,13.0730923,48.45053798,Bad Birnbach,9277113,84364.0,,Brandenburg,1960-09-19,,low voltage / medium voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.005,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE23,DE239,12.55634979,49.51985496,,9376160,92539.0,,Brandenburg,1960-09-22,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.015,Renewable energy,Hydro,,Run-of-river,Amprion,DE7,DE72,DE723,8.060851204,50.50416782,Elbtal,6533005,65627.0,,Hessen,1960-09-23,,low voltage,,Syna GmbH,10001495.0,Amprion
0.057,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE22,DE22C,12.52810902,48.52547852,Frontenhausen,9279115,84160.0,,Brandenburg,1960-09-29,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.0175,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE22,DE229,12.91673503,49.09257952,,9276144,94234.0,,Brandenburg,1960-10-05,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.018,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE23,DE235,12.68866614,49.38087061,,9372171,93449.0,,Brandenburg,1960-10-06,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.018,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE22,DE229,12.97582776,49.00368278,,9276134,94265.0,,Brandenburg,1960-10-10,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.014,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE21,DE214,12.83673307,48.18376108,,9171112,84489.0,,Brandenburg,1960-10-12,,low voltage / medium voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.011,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE23,DE237,12.52608093,49.57475804,,9374118,92693.0,,Brandenburg,1960-10-27,,low voltage / medium voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.025,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE22,DE22A,12.81861264,48.42544041,,9277124,84332.0,,Brandenburg,1960-11-06,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.0055,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE23,DE236,11.41926719,49.17678002,,9373146,92360.0,,Brandenburg,1960-11-09,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.031,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE22,DE229,13.07978674,48.90984332,Bischofsmais,9276116,94253.0,,Brandenburg,1960-11-14,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.0275,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE22,DE224,13.09568484,48.80922239,,9271113,94530.0,,Brandenburg,1960-11-29,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.075,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE22,DE229,13.14920885,49.02780084,Langdorf,9276129,94264.0,,Brandenburg,1960-12-02,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.059,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE22,DE228,13.68029684,48.57989069,Untergriesbach,9275153,94107.0,,Brandenburg,1960-12-05,,low voltage / medium voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.03,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE22,DE225,13.76075087,48.75583417,,9272136,94089.0,,Brandenburg,1960-12-08,,low voltage / medium voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.01,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE22,DE229,13.00482306,48.97524354,,9276146,94239.0,,Brandenburg,1960-12-14,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.058,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE23,DE23A,12.00684839,49.91906995,Pullenreuth,9377148,95704.0,,Brandenburg,1960-12-16,,low voltage / medium voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.044,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE22,DE229,12.976526,49.04415099,Geiersthal,9276122,94244.0,,Brandenburg,1960-12-28,,low voltage / medium voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.006,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE22,DE228,13.62723824,48.64982329999999,,9275126,94051.0,,Brandenburg,1961-01-01,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.028,Renewable energy,Hydro,,Run-of-river,TenneT,DE7,DE73,DE737,9.979838342,51.1436622,,6636014,37287.0,,Hamburg,1961-01-01,,low voltage,,Stadtwerke Eschwege GmbH,10000668.0,TenneT
0.05,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE22,DE229,13.00482306,48.97524354,Ruhmannsfelden,9276142,94239.0,,Brandenburg,1961-01-01,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.063,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE22,DE225,13.5985742,48.73273755,Waldkirchen,9272151,94065.0,,Brandenburg,1961-01-01,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.011,Renewable energy,Hydro,,Run-of-river,TransnetBW,DE1,DE12,DE12C,8.42533968,48.46750463,,8237028,72250.0,,Baden-Württemberg,1961-01-01,,low voltage,,Stadtwerke Freudenstadt GmbH & Co. KG,10000555.0,TransnetBW
0.015,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE22,DE22B,12.23620671,48.76279434,,9278148,84066.0,,Brandenburg,1961-01-01,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
1.3,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE23,DE238,12.38891499,49.07195498,Brennberg,9375120,93179.0,,Brandenburg,1961-01-01,,medium voltage,,Elektrizitätswerk Wörth a.d. Donau Rupert Heider & Co. KG,10003233.0,TenneT
0.038,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE23,DE238,11.82127607,49.11753158,Beratzhausen,9375118,93176.0,,Brandenburg,1961-01-01,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.08,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE25,DE259,11.2531598,49.34524063,Schwarzenbruck,9574157,90592.0,,Brandenburg,1961-01-01,,medium voltage,,Gemeindewerke Schwarzenbruck GmbH,10001853.0,TenneT
0.065,Renewable energy,Hydro,,Run-of-river,TenneT,DE9,DE91,DE91C,10.19601188,51.78343874,Bad Grund - Eisdorf,3159002,37539.0,,Niedersachsen,1961-01-01,,low voltage,,Harz Energie Netz GmbH,10002813.0,TenneT
0.08,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE22,DE228,13.06051229,48.58778602,Aldersbach,9275114,94501.0,,Brandenburg,1961-01-01,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.038,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE22,DE225,13.30577522,48.89391409,Eppenschlag,9272116,94536.0,,Brandenburg,1961-01-01,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.004,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE23,DE237,12.52608093,49.57475804,,9374118,92693.0,,Brandenburg,1961-01-12,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.165,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE21,DE219,11.5063124,48.99821519,Beilngries,9176114,92339.0,,Brandenburg,1961-01-17,,medium voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.019,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE23,DE237,12.20832962,49.74057443,,9374158,92721.0,,Brandenburg,1961-01-23,,low voltage / medium voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.02,Renewable energy,Hydro,,Run-of-river,TenneT,DEA,DEA4,DEA45,8.959054569,52.12216236,,5766036,32689.0,,Nordrhein-Westfalen,1961-01-27,,low voltage,,Stadtwerke Lippe-Weser Service GmbH & Co. KG,10003999.0,TenneT
0.0055,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE23,DE237,12.11502244,49.756207,,9374128,92665.0,,Brandenburg,1961-02-01,,low voltage / medium voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.03,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE22,DE22A,12.81861264,48.42544041,,9277124,84332.0,,Brandenburg,1961-02-03,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.013,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE22,DE22A,12.96754754,48.55059742,,9277126,84381.0,,Brandenburg,1961-02-07,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.27,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE22,DE225,13.5985742,48.73273755,Waldkirchen,9272151,94065.0,,Brandenburg,1961-02-08,,medium voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.132,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE21,DE21M,12.51819343,48.12611699,Engelsberg,9189115,84549.0,,Brandenburg,1961-02-27,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.0055,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE22,DE228,13.62723824,48.64982329999999,,9275126,94051.0,,Brandenburg,1961-03-03,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.045,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE22,DE22C,12.5385398,48.62963189999999,Gottfrieding,9279116,84177.0,,Brandenburg,1961-03-24,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.024,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE22,DE22B,12.72567086,48.94690762,,9278139,94336.0,,Brandenburg,1961-03-27,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.037,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE23,DE235,12.57457093,49.43894439,Tiefenbach,9372163,93464.0,,Brandenburg,1961-04-05,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.03,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE22,DE224,12.83382959,48.71008024,,9271139,94562.0,,Brandenburg,1961-04-10,,medium voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.033,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE22,DE22A,12.81311659,48.55735319,Arnstorf,9277111,94424.0,,Brandenburg,1961-04-24,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.055,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE22,DE229,13.27933819,49.06631425,Lindberg,9276130,94227.0,,Brandenburg,1961-05-02,,low voltage / medium voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.023,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE22,DE22B,12.76187454,48.98433462,,9278154,94362.0,,Brandenburg,1961-05-10,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.044,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE22,DE224,12.98069242,48.90269932,Grafling,9271122,94539.0,,Brandenburg,1961-06-05,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.033,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE22,DE228,13.77836475,48.69824296,Breitenberg,9275118,94139.0,,Brandenburg,1961-07-18,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.03,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE22,DE229,12.88776568,49.02642236,,9276128,94262.0,,Brandenburg,1961-07-21,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.022,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE23,DE238,12.22303374,48.85969907,,9375182,93101.0,,Brandenburg,1961-07-28,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.055,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE22,DE22C,12.64212448,48.57457845,Reisbach,9279134,94419.0,,Brandenburg,1961-08-03,,low voltage / medium voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.06,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE22,DE229,13.32376794,48.98402983,Frauenau,9276121,94258.0,,Brandenburg,1961-08-09,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.01,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE23,DE235,12.59531586,49.16697096,,9372158,93489.0,,Brandenburg,1961-09-19,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.06,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE23,DE237,12.42126332,49.64957166,Pleystein,9374147,92714.0,,Brandenburg,1961-09-27,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.026,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE21,DE21A,11.92166863,48.39034448,,9177112,85459.0,,Brandenburg,1961-10-01,,low voltage,,Überlandwerk Erding GmbH & Co. KG,10000167.0,TenneT
0.0055,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE22,DE229,13.21160085,48.95015757,,9276139,94269.0,,Brandenburg,1961-10-02,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.011,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE22,DE228,13.76802277,48.62233302,,9275156,94110.0,,Brandenburg,1961-10-05,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.011,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE23,DE235,12.52450151,49.27378766,,9372161,93491.0,,Brandenburg,1961-10-23,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.0055,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE23,DE235,12.60344396,49.27628546,,9372146,93482.0,,Brandenburg,1961-10-26,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.008,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE22,DE224,12.90662279,48.91490198,,9271116,94505.0,,Brandenburg,1961-11-06,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.0185,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE22,DE229,13.21160085,48.95015757,,9276139,94269.0,,Brandenburg,1961-11-08,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.07,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE22,DE227,12.42098298,48.48687135,Schalkham,9274179,84175.0,,Brandenburg,1961-11-09,,low voltage / medium voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.0185,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE22,DE22B,12.81417714,48.95875971,,9278171,94366.0,,Brandenburg,1961-12-11,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.03,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE22,DE229,13.32376794,48.98402983,,9276121,94258.0,,Brandenburg,1961-12-18,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.037,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE22,DE229,13.00482306,48.97524354,Gotteszell,9276123,94239.0,,Brandenburg,1962-01-01,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.0185,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE23,DE239,12.20378429,49.50145427,,9376153,92536.0,,Brandenburg,1962-01-01,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.0175,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE22,DE224,13.09568484,48.80922239,,9271113,94530.0,,Brandenburg,1962-01-01,,low voltage / medium voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.09,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE23,DE239,12.19315756,49.4464201,Nabburg,9376144,92507.0,,Brandenburg,1962-01-01,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.03,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE23,DE236,11.73491752,49.16453468,,9373151,92331.0,,Brandenburg,1962-01-01,,low voltage / medium voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.025,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE21,DE214,12.61028534,48.20356888,,9171133,84577.0,,Brandenburg,1962-01-01,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.022,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE22,DE22A,12.7516946,48.40719872,,9277116,84307.0,,Brandenburg,1962-01-01,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.0075,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE22,DE22B,12.23620671,48.76279434,,9278148,84066.0,,Brandenburg,1962-01-01,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.0075,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE22,DE22B,12.76187454,48.98433462,,9278154,94362.0,,Brandenburg,1962-01-01,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.0185,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE22,DE22B,12.76187454,48.98433462,,9278154,94362.0,,Brandenburg,1962-01-01,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.024,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE22,DE22A,12.67676747,48.38958328,,9277151,84339.0,,Brandenburg,1962-01-01,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.022,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE22,DE229,13.18456317,48.89946451,,9276126,94259.0,,Brandenburg,1962-01-01,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.02,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE22,DE225,13.5985742,48.73273755,,9272151,94065.0,,Brandenburg,1962-01-01,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.038,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE23,DE235,12.93502317,49.20115597,Hohenwarth,9372135,93480.0,,Brandenburg,1962-01-01,,low voltage / medium voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.015,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE22,DE22A,12.62087439,48.397326,,9277133,84323.0,,Brandenburg,1962-01-01,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.03,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE22,DE229,13.07978674,48.90984332,,9276116,94253.0,,Brandenburg,1962-01-01,,low voltage / medium voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.34,Renewable energy,Hydro,,Run-of-river,TransnetBW,DE1,DE13,DE135,8.612577801,48.36431634,Sulz,8325057,72172.0,,Baden-Württemberg,1962-01-01,,medium voltage,,Stromversorgung Sulz GmbH,10000497.0,TransnetBW
0.022,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE22,DE224,13.07085725,48.76684678,,9271125,94491.0,,Brandenburg,1962-01-01,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.003,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE23,DE236,11.58402109,49.02133707,,9373121,92345.0,,Brandenburg,1962-01-01,,low voltage / medium voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.038,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE22,DE228,13.06051229,48.58778602,Aldersbach,9275114,94501.0,,Brandenburg,1962-01-01,,low voltage / medium voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.032,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE22,DE227,12.46123253,48.53362721,Aham,9274112,84168.0,,Brandenburg,1962-01-01,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.0165,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE23,DE23A,12.22386404,49.85587654,,9377117,95685.0,,Brandenburg,1962-01-01,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.075,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE21,DE21K,12.37090305,47.85343019,Prien,9187162,83209.0,,Brandenburg,1962-02-01,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.045,Renewable energy,Hydro,,Run-of-river,TenneT,DE9,DE92,DE926,9.514734105,51.79414721,Holzminden,3255023,37603.0,,Niedersachsen,1962-03-21,,low voltage,,Westfalen Weser Netz GmbH,10006808.0,TenneT
0.03,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE23,DE238,11.90694568,49.02964328,,9375127,93180.0,,Brandenburg,1962-04-10,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.026,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE25,DE257,10.82561224,49.72089698,,9572135,91315.0,,Brandenburg,1962-05-01,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.011,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE23,DE239,12.35762034,49.44443903,,9376148,92545.0,,Brandenburg,1962-05-25,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.077,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE21,DE21M,12.73916845,48.04629928,Tittmoning,9189152,84529.0,,Brandenburg,1962-06-07,,low voltage / medium voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.3,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE23,DE238,12.15545685,49.14570608,Regenstauf,9375190,93128.0,,Brandenburg,1962-06-13,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.0075,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE23,DE237,12.06105097,49.73827369,,9374144,92711.0,,Brandenburg,1962-06-25,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.04636,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE22,DE229,13.03963854,49.10292578,Drachselsried,9276120,94256.0,,Brandenburg,1962-06-27,,low voltage / medium voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.011,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE23,DE239,12.39316406,49.49684765,,9376171,92552.0,,Brandenburg,1962-06-28,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.0165,Renewable energy,Hydro,,Run-of-river,TenneT,DE7,DE73,DE736,8.556198446,50.98988343,,6635014,35116.0,,Hamburg,1962-07-01,,low voltage,,Energie Waldeck-Frankenberg GmbH,10000523.0,TenneT
0.0046,Renewable energy,Hydro,,Run-of-river,Amprion,DEB,DEB3,DEB3B,8.045803537,49.78657379999999,Flonheim-Uffhofen,7331025,55237.0,,Rheinland-Pfalz,1962-07-01,,low voltage,,EWR Netz GmbH,10001416.0,Amprion
0.0098,Renewable energy,Hydro,,Run-of-river,TenneT,DE7,DE73,DE735,9.407479092,51.01862473,,6634009,34576.0,,Hamburg,1962-07-01,,low voltage,,KBG Kraftstrom-Bezugsgenossenschaft Homberg eG,10001070.0,TenneT
0.0075,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE23,DE235,12.52437279,49.34459126,,9372154,92444.0,,Brandenburg,1962-07-11,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.185,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE23,DE235,12.39177892,49.19888877,Walderbach,9372170,93194.0,,Brandenburg,1962-07-13,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.012,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE22,DE229,12.91150478,48.97067365,,9276111,94250.0,,Brandenburg,1962-07-30,,low voltage / medium voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.018,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE23,DE235,13.04527528,49.20949583,,9372138,93462.0,,Brandenburg,1962-08-07,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.0175,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE23,DE237,12.11502244,49.756207,,9374128,92665.0,,Brandenburg,1962-08-16,,low voltage / medium voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.0055,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE22,DE229,13.11260883,49.07587001,,9276117,94249.0,,Brandenburg,1962-08-17,,low voltage / medium voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.01,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE23,DE235,12.59531586,49.16697096,,9372158,93489.0,,Brandenburg,1962-09-05,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.05,Renewable energy,Hydro,,Run-of-river,TenneT,DE2,DE21,DE21F,11.8178612,47.75082036,Hausham,9182119,83734.0,,Brandenburg,1962-09-11,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.14,Renewable energy,Hydro,,Run-of-river,TenneT,DE9,DE92,DE923,9.379806519,52.0178922,Emmerthal,3252005,31860.0,,Niedersachsen,1962-09-20,,low voltage,,GWS Stadtwerke Hameln GmbH,10001497.0,TenneT
